"","code","game_type","rival","pay_competitive","n"
"1804","sujeto_685cae59","competitive","4","1",4
"1805","sujeto_685cae59","competitive","4","2",3
"1806","sujeto_685cae59","competitive","4","3",4
"1807","sujeto_685cae59","competitive","4","4",6
"1808","sujeto_685cae59","individual","1","1",2
"1809","sujeto_685cae59","individual","1","2",3
"1810","sujeto_685cae59","individual","2","1",4
"1811","sujeto_685cae59","individual","2","2",1
"1812","sujeto_685cae59","individual","2","3",1
"1813","sujeto_685cae59","individual","3","1",3
"1814","sujeto_685cae59","individual","3","2",3
"1815","sujeto_685cae59","individual","3","3",2
"1816","sujeto_685cae59","individual","3","4",1
"1817","sujeto_685cae59","individual","4","1",4
"1818","sujeto_685cae59","individual","4","2",5
"1819","sujeto_685cae59","individual","4","3",4
"1820","sujeto_685cae59","individual","4","4",2
"1821","sujeto_6fce57c3","competitive","1","1",7
"1822","sujeto_6fce57c3","competitive","1","2",8
"1823","sujeto_6fce57c3","competitive","1","3",8
"1824","sujeto_6fce57c3","competitive","1","4",7
"1825","sujeto_6fce57c3","competitive","2","1",8
"1826","sujeto_6fce57c3","competitive","2","2",8
"1827","sujeto_6fce57c3","competitive","2","3",8
"1828","sujeto_6fce57c3","competitive","2","4",8
"1829","sujeto_6fce57c3","competitive","3","1",2
"1830","sujeto_6fce57c3","competitive","3","2",3
"1831","sujeto_6fce57c3","competitive","3","3",4
"1832","sujeto_6fce57c3","competitive","3","4",7
"1833","sujeto_6fce57c3","competitive","4","1",4
"1834","sujeto_6fce57c3","competitive","4","2",4
"1835","sujeto_6fce57c3","competitive","4","3",5
"1836","sujeto_6fce57c3","competitive","4","4",4
"1837","sujeto_6fce57c3","individual","1","4",1
"1838","sujeto_6fce57c3","individual","3","1",6
"1839","sujeto_6fce57c3","individual","3","2",5
"1840","sujeto_6fce57c3","individual","3","3",4
"1841","sujeto_6fce57c3","individual","3","4",1
"1842","sujeto_6fce57c3","individual","4","1",4
"1843","sujeto_6fce57c3","individual","4","2",4
"1844","sujeto_6fce57c3","individual","4","3",3
"1845","sujeto_6fce57c3","individual","4","4",3
"1846","sujeto_725769f0","competitive","1","2",8
"1847","sujeto_725769f0","competitive","1","3",8
"1848","sujeto_725769f0","competitive","1","4",7
"1849","sujeto_725769f0","competitive","2","1",2
"1850","sujeto_725769f0","competitive","2","2",7
"1851","sujeto_725769f0","competitive","2","3",8
"1852","sujeto_725769f0","competitive","2","4",8
"1853","sujeto_725769f0","competitive","3","1",3
"1854","sujeto_725769f0","competitive","3","2",7
"1855","sujeto_725769f0","competitive","3","3",8
"1856","sujeto_725769f0","competitive","3","4",8
"1857","sujeto_725769f0","competitive","4","1",2
"1858","sujeto_725769f0","competitive","4","2",1
"1859","sujeto_725769f0","competitive","4","3",7
"1860","sujeto_725769f0","competitive","4","4",8
"1861","sujeto_725769f0","individual","1","1",8
"1862","sujeto_725769f0","individual","1","4",1
"1863","sujeto_725769f0","individual","2","1",6
"1864","sujeto_725769f0","individual","2","2",1
"1865","sujeto_725769f0","individual","3","1",5
"1866","sujeto_725769f0","individual","3","2",1
"1867","sujeto_725769f0","individual","4","1",6
"1868","sujeto_725769f0","individual","4","2",7
"1869","sujeto_725769f0","individual","4","3",1
"1870","sujeto_72b8e12c","competitive","1","1",8
"1871","sujeto_72b8e12c","competitive","1","2",8
"1872","sujeto_72b8e12c","competitive","1","3",8
"1873","sujeto_72b8e12c","competitive","1","4",8
"1874","sujeto_72b8e12c","competitive","2","1",7
"1875","sujeto_72b8e12c","competitive","2","2",8
"1876","sujeto_72b8e12c","competitive","2","3",8
"1877","sujeto_72b8e12c","competitive","2","4",8
"1878","sujeto_72b8e12c","competitive","3","1",8
"1879","sujeto_72b8e12c","competitive","3","2",8
"1880","sujeto_72b8e12c","competitive","3","3",8
"1881","sujeto_72b8e12c","competitive","3","4",8
"1882","sujeto_72b8e12c","competitive","4","1",8
"1883","sujeto_72b8e12c","competitive","4","2",8
"1884","sujeto_72b8e12c","competitive","4","3",8
"1885","sujeto_72b8e12c","competitive","4","4",8
"1886","sujeto_72b8e12c","individual","2","1",1
"1887","sujeto_774f4a36","competitive","1","1",1
"1888","sujeto_774f4a36","competitive","1","2",7
"1889","sujeto_774f4a36","competitive","1","3",8
"1890","sujeto_774f4a36","competitive","1","4",8
"1891","sujeto_774f4a36","competitive","2","1",1
"1892","sujeto_774f4a36","competitive","2","2",8
"1893","sujeto_774f4a36","competitive","2","3",8
"1894","sujeto_774f4a36","competitive","2","4",8
"1895","sujeto_774f4a36","competitive","3","2",8
"1896","sujeto_774f4a36","competitive","3","3",7
"1897","sujeto_774f4a36","competitive","3","4",8
"1898","sujeto_774f4a36","competitive","4","2",8
"1899","sujeto_774f4a36","competitive","4","3",8
"1900","sujeto_774f4a36","competitive","4","4",8
"1901","sujeto_774f4a36","individual","1","1",7
"1902","sujeto_774f4a36","individual","1","2",1
"1903","sujeto_774f4a36","individual","2","1",7
"1904","sujeto_774f4a36","individual","3","1",8
"1905","sujeto_774f4a36","individual","3","3",1
"1906","sujeto_774f4a36","individual","4","1",8
"1907","sujeto_7b0e6648","competitive","1","1",3
"1908","sujeto_7b0e6648","competitive","1","2",7
"1909","sujeto_7b0e6648","competitive","1","3",6
"1910","sujeto_7b0e6648","competitive","1","4",8
"1911","sujeto_7b0e6648","competitive","2","1",7
"1912","sujeto_7b0e6648","competitive","2","2",8
"1913","sujeto_7b0e6648","competitive","2","3",8
"1914","sujeto_7b0e6648","competitive","2","4",6
"1915","sujeto_7b0e6648","competitive","3","1",8
"1916","sujeto_7b0e6648","competitive","3","2",7
"1917","sujeto_7b0e6648","competitive","3","3",6
"1918","sujeto_7b0e6648","competitive","3","4",8
"1919","sujeto_7b0e6648","competitive","4","1",5
"1920","sujeto_7b0e6648","competitive","4","2",7
"1921","sujeto_7b0e6648","competitive","4","3",8
"1922","sujeto_7b0e6648","competitive","4","4",8
"1923","sujeto_7b0e6648","individual","1","1",5
"1924","sujeto_7b0e6648","individual","1","2",1
"1925","sujeto_7b0e6648","individual","1","3",2
"1926","sujeto_7b0e6648","individual","2","1",1
"1927","sujeto_7b0e6648","individual","2","4",2
"1928","sujeto_7b0e6648","individual","3","2",1
"1929","sujeto_7b0e6648","individual","3","3",2
"1930","sujeto_7b0e6648","individual","4","1",3
"1931","sujeto_7b0e6648","individual","4","2",1
"1932","sujeto_7e1d6f1a","competitive","1","1",7
"1933","sujeto_7e1d6f1a","competitive","1","2",7
"1934","sujeto_7e1d6f1a","competitive","1","3",8
"1935","sujeto_7e1d6f1a","competitive","1","4",8
"1936","sujeto_7e1d6f1a","competitive","2","1",8
"1937","sujeto_7e1d6f1a","competitive","2","2",7
"1938","sujeto_7e1d6f1a","competitive","2","3",8
"1939","sujeto_7e1d6f1a","competitive","2","4",8
"1940","sujeto_7e1d6f1a","competitive","3","1",4
"1941","sujeto_7e1d6f1a","competitive","3","2",5
"1942","sujeto_7e1d6f1a","competitive","3","3",8
"1943","sujeto_7e1d6f1a","competitive","3","4",7
"1944","sujeto_7e1d6f1a","competitive","4","1",1
"1945","sujeto_7e1d6f1a","competitive","4","2",1
"1946","sujeto_7e1d6f1a","competitive","4","3",6
"1947","sujeto_7e1d6f1a","competitive","4","4",6
"1948","sujeto_7e1d6f1a","individual","1","1",1
"1949","sujeto_7e1d6f1a","individual","1","2",1
"1950","sujeto_7e1d6f1a","individual","2","2",1
"1951","sujeto_7e1d6f1a","individual","3","1",4
"1952","sujeto_7e1d6f1a","individual","3","2",3
"1953","sujeto_7e1d6f1a","individual","3","4",1
"1954","sujeto_7e1d6f1a","individual","4","1",7
"1955","sujeto_7e1d6f1a","individual","4","2",7
"1956","sujeto_7e1d6f1a","individual","4","3",1
"1957","sujeto_7e1d6f1a","individual","4","4",2
"1958","sujeto_80570e8a","competitive","1","1",8
"1959","sujeto_80570e8a","competitive","1","2",8
"1960","sujeto_80570e8a","competitive","1","3",8
"1961","sujeto_80570e8a","competitive","1","4",8
"1962","sujeto_80570e8a","competitive","2","1",8
"1963","sujeto_80570e8a","competitive","2","2",8
"1964","sujeto_80570e8a","competitive","2","3",8
"1965","sujeto_80570e8a","competitive","2","4",8
"1966","sujeto_80570e8a","competitive","3","1",8
"1967","sujeto_80570e8a","competitive","3","2",8
"1968","sujeto_80570e8a","competitive","3","3",8
"1969","sujeto_80570e8a","competitive","3","4",8
"1970","sujeto_80570e8a","competitive","4","1",8
"1971","sujeto_80570e8a","competitive","4","2",8
"1972","sujeto_80570e8a","competitive","4","3",8
"1973","sujeto_80570e8a","competitive","4","4",8
"1974","sujeto_80f4d7da","competitive","1","1",7
"1975","sujeto_80f4d7da","competitive","1","2",8
"1976","sujeto_80f4d7da","competitive","1","3",7
"1977","sujeto_80f4d7da","competitive","1","4",8
"1978","sujeto_80f4d7da","competitive","2","1",7
"1979","sujeto_80f4d7da","competitive","2","2",8
"1980","sujeto_80f4d7da","competitive","2","3",8
"1981","sujeto_80f4d7da","competitive","2","4",8
"1982","sujeto_80f4d7da","competitive","3","1",7
"1983","sujeto_80f4d7da","competitive","3","2",8
"1984","sujeto_80f4d7da","competitive","3","3",7
"1985","sujeto_80f4d7da","competitive","3","4",8
"1986","sujeto_80f4d7da","competitive","4","1",4
"1987","sujeto_80f4d7da","competitive","4","2",6
"1988","sujeto_80f4d7da","competitive","4","3",8
"1989","sujeto_80f4d7da","competitive","4","4",8
"1990","sujeto_80f4d7da","individual","1","1",1
"1991","sujeto_80f4d7da","individual","2","1",1
"1992","sujeto_80f4d7da","individual","3","1",1
"1993","sujeto_80f4d7da","individual","3","3",1
"1994","sujeto_80f4d7da","individual","4","1",4
"1995","sujeto_80f4d7da","individual","4","2",2
"1996","sujeto_85db03a2","competitive","1","1",8
"1997","sujeto_85db03a2","competitive","1","2",8
"1998","sujeto_85db03a2","competitive","1","3",8
"1999","sujeto_85db03a2","competitive","1","4",8
"2000","sujeto_85db03a2","competitive","2","1",8
"2001","sujeto_85db03a2","competitive","2","2",7
"2002","sujeto_85db03a2","competitive","2","3",8
"2003","sujeto_85db03a2","competitive","2","4",7
"2004","sujeto_85db03a2","competitive","3","1",7
"2005","sujeto_85db03a2","competitive","3","2",7
"2006","sujeto_85db03a2","competitive","3","3",7
"2007","sujeto_85db03a2","competitive","3","4",7
"2008","sujeto_85db03a2","competitive","4","1",8
"2009","sujeto_85db03a2","competitive","4","2",8
"2010","sujeto_85db03a2","competitive","4","3",7
"2011","sujeto_85db03a2","competitive","4","4",8
"2012","sujeto_85db03a2","individual","2","2",1
"2013","sujeto_85db03a2","individual","3","2",1
"2014","sujeto_85db03a2","individual","3","3",1
"2015","sujeto_85db03a2","individual","3","4",1
"2016","sujeto_85db03a2","individual","4","3",1
"2017","sujeto_8e872371","competitive","1","1",8
"2018","sujeto_8e872371","competitive","1","2",8
"2019","sujeto_8e872371","competitive","1","3",8
"2020","sujeto_8e872371","competitive","1","4",8
"2021","sujeto_8e872371","competitive","2","1",7
"2022","sujeto_8e872371","competitive","2","2",8
"2023","sujeto_8e872371","competitive","2","3",8
"2024","sujeto_8e872371","competitive","2","4",8
"2025","sujeto_8e872371","competitive","3","2",1
"2026","sujeto_8e872371","competitive","3","3",2
"2027","sujeto_8e872371","competitive","3","4",5
"2028","sujeto_8e872371","competitive","4","4",2
"2029","sujeto_8e872371","individual","2","1",1
"2030","sujeto_8e872371","individual","3","1",8
"2031","sujeto_8e872371","individual","3","2",7
"2032","sujeto_8e872371","individual","3","3",6
"2033","sujeto_8e872371","individual","3","4",3
"2034","sujeto_8e872371","individual","4","1",8
"2035","sujeto_8e872371","individual","4","2",8
"2036","sujeto_8e872371","individual","4","3",8
"2037","sujeto_8e872371","individual","4","4",6
"2038","sujeto_96083b42","competitive","1","1",7
"2039","sujeto_96083b42","competitive","1","2",8
"2040","sujeto_96083b42","competitive","1","3",7
"2041","sujeto_96083b42","competitive","1","4",8
"2042","sujeto_96083b42","competitive","2","1",7
"2043","sujeto_96083b42","competitive","2","2",8
"2044","sujeto_96083b42","competitive","2","3",7
"2045","sujeto_96083b42","competitive","2","4",7
"2046","sujeto_96083b42","competitive","3","1",7
"2047","sujeto_96083b42","competitive","3","2",7
"2048","sujeto_96083b42","competitive","3","3",8
"2049","sujeto_96083b42","competitive","3","4",8
"2050","sujeto_96083b42","competitive","4","1",8
"2051","sujeto_96083b42","competitive","4","2",8
"2052","sujeto_96083b42","competitive","4","3",8
"2053","sujeto_96083b42","competitive","4","4",8
"2054","sujeto_96083b42","individual","1","1",1
"2055","sujeto_96083b42","individual","1","3",1
"2056","sujeto_96083b42","individual","2","1",1
"2057","sujeto_96083b42","individual","2","3",1
"2058","sujeto_96083b42","individual","2","4",1
"2059","sujeto_96083b42","individual","3","1",1
"2060","sujeto_96083b42","individual","3","2",1
"2061","sujeto_9ae17e76","competitive","1","1",8
"2062","sujeto_9ae17e76","competitive","1","2",8
"2063","sujeto_9ae17e76","competitive","1","3",8
"2064","sujeto_9ae17e76","competitive","1","4",8
"2065","sujeto_9ae17e76","competitive","2","1",8
"2066","sujeto_9ae17e76","competitive","2","2",8
"2067","sujeto_9ae17e76","competitive","2","3",8
"2068","sujeto_9ae17e76","competitive","2","4",8
"2069","sujeto_9ae17e76","competitive","3","1",6
"2070","sujeto_9ae17e76","competitive","3","2",7
"2071","sujeto_9ae17e76","competitive","3","3",5
"2072","sujeto_9ae17e76","competitive","3","4",8
"2073","sujeto_9ae17e76","competitive","4","1",4
"2074","sujeto_9ae17e76","competitive","4","2",7
"2075","sujeto_9ae17e76","competitive","4","3",7
"2076","sujeto_9ae17e76","competitive","4","4",6
"2077","sujeto_9ae17e76","individual","3","1",2
"2078","sujeto_9ae17e76","individual","3","2",1
"2079","sujeto_9ae17e76","individual","3","3",3
"2080","sujeto_9ae17e76","individual","4","1",4
"2081","sujeto_9ae17e76","individual","4","2",1
"2082","sujeto_9ae17e76","individual","4","3",1
"2083","sujeto_9ae17e76","individual","4","4",2
"2084","sujeto_9d0bd287","competitive","1","1",8
"2085","sujeto_9d0bd287","competitive","1","2",8
"2086","sujeto_9d0bd287","competitive","1","3",8
"2087","sujeto_9d0bd287","competitive","1","4",8
"2088","sujeto_9d0bd287","competitive","2","1",8
"2089","sujeto_9d0bd287","competitive","2","2",8
"2090","sujeto_9d0bd287","competitive","2","3",7
"2091","sujeto_9d0bd287","competitive","2","4",8
"2092","sujeto_9d0bd287","competitive","3","1",8
"2093","sujeto_9d0bd287","competitive","3","2",8
"2094","sujeto_9d0bd287","competitive","3","3",8
"2095","sujeto_9d0bd287","competitive","3","4",8
"2096","sujeto_9d0bd287","competitive","4","1",8
"2097","sujeto_9d0bd287","competitive","4","2",8
"2098","sujeto_9d0bd287","competitive","4","3",8
"2099","sujeto_9d0bd287","competitive","4","4",8
"2100","sujeto_9d0bd287","individual","2","3",1
"2101","sujeto_a90bad1a","competitive","1","1",3
"2102","sujeto_a90bad1a","competitive","1","2",8
"2103","sujeto_a90bad1a","competitive","1","3",8
"2104","sujeto_a90bad1a","competitive","1","4",8
"2105","sujeto_a90bad1a","competitive","2","1",1
"2106","sujeto_a90bad1a","competitive","2","2",4
"2107","sujeto_a90bad1a","competitive","2","3",8
"2108","sujeto_a90bad1a","competitive","2","4",8
"2109","sujeto_a90bad1a","competitive","3","1",1
"2110","sujeto_a90bad1a","competitive","3","2",1
"2111","sujeto_a90bad1a","competitive","3","3",7
"2112","sujeto_a90bad1a","competitive","3","4",7
"2113","sujeto_a90bad1a","competitive","4","1",1
"2114","sujeto_a90bad1a","competitive","4","3",2
"2115","sujeto_a90bad1a","competitive","4","4",6
"2116","sujeto_a90bad1a","individual","1","1",5
"2117","sujeto_a90bad1a","individual","2","1",7
"2118","sujeto_a90bad1a","individual","2","2",4
"2119","sujeto_a90bad1a","individual","3","1",7
"2120","sujeto_a90bad1a","individual","3","2",7
"2121","sujeto_a90bad1a","individual","3","3",1
"2122","sujeto_a90bad1a","individual","3","4",1
"2123","sujeto_a90bad1a","individual","4","1",7
"2124","sujeto_a90bad1a","individual","4","2",8
"2125","sujeto_a90bad1a","individual","4","3",6
"2126","sujeto_a90bad1a","individual","4","4",2
"2127","sujeto_acaff5ce","competitive","1","1",7
"2128","sujeto_acaff5ce","competitive","1","2",5
"2129","sujeto_acaff5ce","competitive","1","3",7
"2130","sujeto_acaff5ce","competitive","1","4",7
"2131","sujeto_acaff5ce","competitive","2","1",7
"2132","sujeto_acaff5ce","competitive","2","2",8
"2133","sujeto_acaff5ce","competitive","2","3",8
"2134","sujeto_acaff5ce","competitive","2","4",7
"2135","sujeto_acaff5ce","competitive","3","1",7
"2136","sujeto_acaff5ce","competitive","3","2",8
"2137","sujeto_acaff5ce","competitive","3","3",7
"2138","sujeto_acaff5ce","competitive","3","4",7
"2139","sujeto_acaff5ce","competitive","4","1",7
"2140","sujeto_acaff5ce","competitive","4","2",7
"2141","sujeto_acaff5ce","competitive","4","3",7
"2142","sujeto_acaff5ce","competitive","4","4",7
"2143","sujeto_acaff5ce","individual","1","1",1
"2144","sujeto_acaff5ce","individual","1","2",3
"2145","sujeto_acaff5ce","individual","1","3",1
"2146","sujeto_acaff5ce","individual","1","4",1
"2147","sujeto_acaff5ce","individual","2","1",1
"2148","sujeto_acaff5ce","individual","2","4",1
"2149","sujeto_acaff5ce","individual","3","1",1
"2150","sujeto_acaff5ce","individual","3","3",1
"2151","sujeto_acaff5ce","individual","3","4",1
"2152","sujeto_acaff5ce","individual","4","1",1
"2153","sujeto_acaff5ce","individual","4","2",1
"2154","sujeto_acaff5ce","individual","4","3",1
"2155","sujeto_acaff5ce","individual","4","4",1
"2156","sujeto_b3dd3930","competitive","1","1",8
"2157","sujeto_b3dd3930","competitive","1","2",8
"2158","sujeto_b3dd3930","competitive","1","3",8
"2159","sujeto_b3dd3930","competitive","1","4",7
"2160","sujeto_b3dd3930","competitive","2","1",8
"2161","sujeto_b3dd3930","competitive","2","2",7
"2162","sujeto_b3dd3930","competitive","2","3",8
"2163","sujeto_b3dd3930","competitive","2","4",8
"2164","sujeto_b3dd3930","competitive","3","1",8
"2165","sujeto_b3dd3930","competitive","3","2",8
"2166","sujeto_b3dd3930","competitive","3","3",8
"2167","sujeto_b3dd3930","competitive","3","4",8
"2168","sujeto_b3dd3930","competitive","4","1",8
"2169","sujeto_b3dd3930","competitive","4","2",8
"2170","sujeto_b3dd3930","competitive","4","3",8
"2171","sujeto_b3dd3930","competitive","4","4",8
"2172","sujeto_b3dd3930","individual","2","2",1
"2173","sujeto_b7fbb303","competitive","1","1",4
"2174","sujeto_b7fbb303","competitive","1","2",6
"2175","sujeto_b7fbb303","competitive","1","3",8
"2176","sujeto_b7fbb303","competitive","1","4",8
"2177","sujeto_b7fbb303","competitive","2","2",7
"2178","sujeto_b7fbb303","competitive","2","3",8
"2179","sujeto_b7fbb303","competitive","2","4",8
"2180","sujeto_b7fbb303","competitive","3","1",1
"2181","sujeto_b7fbb303","competitive","3","2",4
"2182","sujeto_b7fbb303","competitive","3","3",8
"2183","sujeto_b7fbb303","competitive","3","4",7
"2184","sujeto_b7fbb303","competitive","4","1",1
"2185","sujeto_b7fbb303","competitive","4","2",1
"2186","sujeto_b7fbb303","competitive","4","3",8
"2187","sujeto_b7fbb303","competitive","4","4",8
"2188","sujeto_b7fbb303","individual","1","1",4
"2189","sujeto_b7fbb303","individual","1","2",2
"2190","sujeto_b7fbb303","individual","2","1",8
"2191","sujeto_b7fbb303","individual","2","2",1
"2192","sujeto_b7fbb303","individual","3","1",7
"2193","sujeto_b7fbb303","individual","3","2",4
"2194","sujeto_b7fbb303","individual","3","4",1
"2195","sujeto_b7fbb303","individual","4","1",7
"2196","sujeto_b7fbb303","individual","4","2",7
"2197","sujeto_c21b1e4c","competitive","4","1",1
"2198","sujeto_c21b1e4c","competitive","4","2",1
"2199","sujeto_c21b1e4c","competitive","4","3",1
"2200","sujeto_c21b1e4c","individual","1","1",6
"2201","sujeto_c21b1e4c","individual","1","2",7
"2202","sujeto_c21b1e4c","individual","1","3",6
"2203","sujeto_c21b1e4c","individual","1","4",7
"2204","sujeto_c21b1e4c","individual","2","1",6
"2205","sujeto_c21b1e4c","individual","2","2",5
"2206","sujeto_c21b1e4c","individual","2","3",7
"2207","sujeto_c21b1e4c","individual","2","4",6
"2208","sujeto_c21b1e4c","individual","3","1",8
"2209","sujeto_c21b1e4c","individual","3","2",6
"2210","sujeto_c21b1e4c","individual","3","3",6
"2211","sujeto_c21b1e4c","individual","3","4",8
"2212","sujeto_c21b1e4c","individual","4","1",7
"2213","sujeto_c21b1e4c","individual","4","2",7
"2214","sujeto_c21b1e4c","individual","4","3",7
"2215","sujeto_c21b1e4c","individual","4","4",6
"2216","sujeto_c28223ba","competitive","1","1",4
"2217","sujeto_c28223ba","competitive","1","2",5
"2218","sujeto_c28223ba","competitive","1","3",7
"2219","sujeto_c28223ba","competitive","1","4",8
"2220","sujeto_c28223ba","competitive","2","1",7
"2221","sujeto_c28223ba","competitive","2","2",5
"2222","sujeto_c28223ba","competitive","2","3",7
"2223","sujeto_c28223ba","competitive","2","4",7
"2224","sujeto_c28223ba","competitive","3","1",6
"2225","sujeto_c28223ba","competitive","3","2",8
"2226","sujeto_c28223ba","competitive","3","3",8
"2227","sujeto_c28223ba","competitive","3","4",7
"2228","sujeto_c28223ba","competitive","4","1",7
"2229","sujeto_c28223ba","competitive","4","2",6
"2230","sujeto_c28223ba","competitive","4","3",7
"2231","sujeto_c28223ba","competitive","4","4",6
"2232","sujeto_c28223ba","individual","1","1",4
"2233","sujeto_c28223ba","individual","1","2",3
"2234","sujeto_c28223ba","individual","1","3",1
"2235","sujeto_c28223ba","individual","2","1",1
"2236","sujeto_c28223ba","individual","2","2",3
"2237","sujeto_c28223ba","individual","2","3",1
"2238","sujeto_c28223ba","individual","2","4",1
"2239","sujeto_c28223ba","individual","3","1",2
"2240","sujeto_c28223ba","individual","3","4",1
"2241","sujeto_c28223ba","individual","4","1",1
"2242","sujeto_c28223ba","individual","4","2",2
"2243","sujeto_c28223ba","individual","4","3",1
"2244","sujeto_c28223ba","individual","4","4",2
"2245","sujeto_c36569e9","competitive","1","1",6
"2246","sujeto_c36569e9","competitive","1","2",5
"2247","sujeto_c36569e9","competitive","1","3",8
"2248","sujeto_c36569e9","competitive","1","4",8
"2249","sujeto_c36569e9","competitive","2","1",5
"2250","sujeto_c36569e9","competitive","2","2",7
"2251","sujeto_c36569e9","competitive","2","3",7
"2252","sujeto_c36569e9","competitive","2","4",8
"2253","sujeto_c36569e9","competitive","3","1",2
"2254","sujeto_c36569e9","competitive","3","2",4
"2255","sujeto_c36569e9","competitive","3","3",6
"2256","sujeto_c36569e9","competitive","3","4",8
"2257","sujeto_c36569e9","competitive","4","1",2
"2258","sujeto_c36569e9","competitive","4","2",2
"2259","sujeto_c36569e9","competitive","4","3",3
"2260","sujeto_c36569e9","competitive","4","4",4
"2261","sujeto_c36569e9","individual","1","1",2
"2262","sujeto_c36569e9","individual","1","2",1
"2263","sujeto_c36569e9","individual","2","1",3
"2264","sujeto_c36569e9","individual","2","2",1
"2265","sujeto_c36569e9","individual","2","3",1
"2266","sujeto_c36569e9","individual","3","1",6
"2267","sujeto_c36569e9","individual","3","2",4
"2268","sujeto_c36569e9","individual","3","3",2
"2269","sujeto_c36569e9","individual","4","1",6
"2270","sujeto_c36569e9","individual","4","2",5
"2271","sujeto_c36569e9","individual","4","3",4
"2272","sujeto_c36569e9","individual","4","4",3
"2273","sujeto_c3d9e000","competitive","1","1",3
"2274","sujeto_c3d9e000","competitive","1","2",7
"2275","sujeto_c3d9e000","competitive","1","3",8
"2276","sujeto_c3d9e000","competitive","1","4",8
"2277","sujeto_c3d9e000","competitive","2","1",1
"2278","sujeto_c3d9e000","competitive","2","2",7
"2279","sujeto_c3d9e000","competitive","2","3",8
"2280","sujeto_c3d9e000","competitive","2","4",8
"2281","sujeto_c3d9e000","competitive","3","1",1
"2282","sujeto_c3d9e000","competitive","3","2",5
"2283","sujeto_c3d9e000","competitive","3","3",8
"2284","sujeto_c3d9e000","competitive","3","4",7
"2285","sujeto_c3d9e000","competitive","4","1",1
"2286","sujeto_c3d9e000","competitive","4","2",3
"2287","sujeto_c3d9e000","competitive","4","3",7
"2288","sujeto_c3d9e000","competitive","4","4",7
"2289","sujeto_c3d9e000","individual","1","1",5
"2290","sujeto_c3d9e000","individual","1","2",1
"2291","sujeto_c3d9e000","individual","2","1",7
"2292","sujeto_c3d9e000","individual","2","2",1
"2293","sujeto_c3d9e000","individual","3","1",7
"2294","sujeto_c3d9e000","individual","3","2",3
"2295","sujeto_c3d9e000","individual","3","4",1
"2296","sujeto_c3d9e000","individual","4","1",7
"2297","sujeto_c3d9e000","individual","4","2",5
"2298","sujeto_c3d9e000","individual","4","3",1
"2299","sujeto_c3d9e000","individual","4","4",1
"2300","sujeto_c730bc55","competitive","1","1",8
"2301","sujeto_c730bc55","competitive","1","2",8
"2302","sujeto_c730bc55","competitive","1","3",8
"2303","sujeto_c730bc55","competitive","1","4",8
"2304","sujeto_c730bc55","competitive","2","1",4
"2305","sujeto_c730bc55","competitive","2","2",8
"2306","sujeto_c730bc55","competitive","2","3",8
"2307","sujeto_c730bc55","competitive","2","4",8
"2308","sujeto_c730bc55","competitive","3","1",3
"2309","sujeto_c730bc55","competitive","3","2",4
"2310","sujeto_c730bc55","competitive","3","3",8
"2311","sujeto_c730bc55","competitive","3","4",8
"2312","sujeto_c730bc55","competitive","4","2",2
"2313","sujeto_c730bc55","competitive","4","3",7
"2314","sujeto_c730bc55","competitive","4","4",8
"2315","sujeto_c730bc55","individual","2","1",4
"2316","sujeto_c730bc55","individual","3","1",5
"2317","sujeto_c730bc55","individual","3","2",4
"2318","sujeto_c730bc55","individual","4","1",8
"2319","sujeto_c730bc55","individual","4","2",6
"2320","sujeto_c730bc55","individual","4","3",1
"2321","sujeto_c9ac0c57","competitive","1","1",8
"2322","sujeto_c9ac0c57","competitive","1","2",8
"2323","sujeto_c9ac0c57","competitive","1","3",8
"2324","sujeto_c9ac0c57","competitive","1","4",8
"2325","sujeto_c9ac0c57","competitive","2","1",8
"2326","sujeto_c9ac0c57","competitive","2","2",8
"2327","sujeto_c9ac0c57","competitive","2","3",8
"2328","sujeto_c9ac0c57","competitive","2","4",8
"2329","sujeto_c9ac0c57","competitive","3","1",8
"2330","sujeto_c9ac0c57","competitive","3","2",8
"2331","sujeto_c9ac0c57","competitive","3","3",8
"2332","sujeto_c9ac0c57","competitive","3","4",8
"2333","sujeto_c9ac0c57","competitive","4","1",8
"2334","sujeto_c9ac0c57","competitive","4","2",8
"2335","sujeto_c9ac0c57","competitive","4","3",7
"2336","sujeto_c9ac0c57","competitive","4","4",8
"2337","sujeto_c9ac0c57","individual","4","3",1
"2338","sujeto_cfeb32c5","competitive","1","1",8
"2339","sujeto_cfeb32c5","competitive","1","2",8
"2340","sujeto_cfeb32c5","competitive","1","3",8
"2341","sujeto_cfeb32c5","competitive","1","4",8
"2342","sujeto_cfeb32c5","competitive","2","1",8
"2343","sujeto_cfeb32c5","competitive","2","2",8
"2344","sujeto_cfeb32c5","competitive","2","3",8
"2345","sujeto_cfeb32c5","competitive","2","4",8
"2346","sujeto_cfeb32c5","competitive","3","1",8
"2347","sujeto_cfeb32c5","competitive","3","2",8
"2348","sujeto_cfeb32c5","competitive","3","3",8
"2349","sujeto_cfeb32c5","competitive","3","4",8
"2350","sujeto_cfeb32c5","competitive","4","1",7
"2351","sujeto_cfeb32c5","competitive","4","2",8
"2352","sujeto_cfeb32c5","competitive","4","3",8
"2353","sujeto_cfeb32c5","competitive","4","4",8
"2354","sujeto_cfeb32c5","individual","4","1",1
"2355","sujeto_d056f0c3","competitive","1","1",7
